DOI,Keywords
10.1332/175982719x15723525915871,incometesting;welfare;work;crossnational
10.1109/ojpel.2020.3015352,dstatcom;harmonics compensation;model predictive control;matrix converter;power quality;reactive power compensation
10.1257/jep.33.1.131,
10.1108/oth-07-2019-0035,industry 4;0;modern russia;digital modernization;digital business;digital education;venture investments;d92;e22;i21;i22;i23;o25;i26;i28;o31;o32;o33;o38
10.1007/s40964-019-00085-7,additive manufacturing;standards;data transfer;file formats;3d printing
10.1002/poi3.220,aid for trade for ict;aft;global digital divide;development;internet penetration
10.1016/j.techsoc.2019.01.007,digital economy;productivity decline;dilemma;soft innovation resources;neo open innovation
10.18045/zbefri.2019.2.653,digitization;innovative entrepreneurship;high growth entrepreneurship;economic growth
10.1177/0002764218787867,privacy policy;privacy practice;mobile;entrepreneurship;producers perspective
10.1145/3272973.3273004,digital economy;power;sharing economy;gig economy;ondemand economy;peertopeer;crowd work;crowdsourcing;algorithmic management
10.1080/14702541.2015.1068947,resilience;digital inclusion;rural broadband;icts
10.1109/tem.2007.900801,ebusiness models;electronic markets;eprocurement;industry structure
10.1007/bf02686296,
10.1080/0144164042000292443,
10.1080/19186444.2020.1849936,youth unemployment;digitisation;panel ardl;west africa;digital economy;cointegration
10.1108/dprg-02-2020-0028,frameworks;indices;digital competences;digital capabilities
10.1080/10291954.2020.1727083,digital tax;digital economy;beps;unilateral measures;global competition;double tax treaties
10.1089/tmj.2019.0228,virtual care;virtual health;mobile teledermoscopy;teledermatology;telehealth;telemedicine;business model
10.1016/j.techsoc.2019.101219,rd transformation;fusion;cash flow management;cash conversion cycle;amazon
10.1007/978-3-030-54455-3_28,bytecode analysis;empirical study;evm;execution trace;smart contract;transaction data
10.1287/stsc.2019.0092,twosided markets;economic organization;open innovation;digital economy;knowledgebased view;ecosystems;markethierarchy hybrids;uncertainty;crowdsourcing;platforms
10.1177/2050157919826356,autonomous navigation;digital economy;gps;onboard navigation;selfdriving cars
10.1080/09654313.2019.1620696,venture capital;relational distance;business model;entrepreneurial finance
10.1080/09528822.2019.1625638,ana teixeira pinto;fascism;dewesternisation;altright;ai;whiteness;libidinal economy;cyberlibertarianism;digital economy
10.1108/ijem-08-2018-0270,technical university;educational technologies;managerial competences;multidisciplinary education;online study mode;permanent education;practiceoriented activity;model of engineering management education;masters programme;joint degrees;networking cooperation
10.1051/e3sconf/201911002019,
10.17323/2500-2597.2019.3.6.12,digital economy;economic sectors;education;general definition of innovation;innovation;skills;training;user innovation
10.22364/bjmc.2019.7.1.06,digitalization;socioeconomic growth;data mining;linear regression;mathematical models
10.1051/e3sconf/201911002052,
10.1177/1024258917714659,
10.1080/10630732.2017.1285125,digital strategy;urban;digital economy;brisbane;vancouver
10.1007/978-3-319-69784-0_36,digital economy;digital transformation;indicators;information and communication technology;factors;russia;strategy
10.1016/j.sbspro.2016.09.052,business intelligence;organizational agility;empowerment;digital economy;data mining
10.1007/s00170-004-2445-4,business process;enterprise modeling;process modeler;virtual enterprise
10.1207/s15327744joce1501_4,digital economy;electronic commerce;environmental impact;inputoutput modeling;economic profile
10.1145/2629592,algorithms;measurement;experimentation;urban computing;urban informatics;big data;human mobility;city dynamics;urban sensing;knowledge fusion;computing with heterogeneous data;trajectories
10.1016/j.ecocom.2011.07.003,ecosystem services;soil erosion;soil conservation;usle;loess plateau
10.5194/hess-19-2547-2015,
10.1080/10643389.2011.569871,landfilling;composting;incineration;msw;msw composition;msw generation rate;msw management;recycling
10.1007/s00158-016-1579-y,literature review;crashworthinessoptimization;surrogatemodel;uncertainty;multiobjective optimization;topology optimization;energy absorption
10.1177/136345930200600304,bioethics;cultural studies;embryos;health;organ donation;stem cells
10.1016/j.jclepro.2018.07.104,green entrepreneurial orientation;dynamic capability;firm performance;moderating effect
10.1016/j.ecolmodel.2007.06.007,ecoenvironmental quality;evaluation;gis;ahp;hunan province
10.1080/00420980500279794,
10.1016/j.ecolind.2017.06.032,landscape metrics;urbanization mode;gwr;compact green city beijing city china
10.1080/00420980500279851,
10.1016/j.ecolind.2020.106512,productionlivingecological spaces;rural multifunctions;coupling coordination degree model;spatiotemporal pattern;beijingtianjinhebei region
10.1016/j.jclepro.2020.120453,city sustainability;sustainability assessment;objective coupling weights;coupling degree;coupling coordination model
10.1016/j.jenvman.2018.12.091,coupling coordination degree;system dynamic;regulatory measures;scenario analysis;kunming
10.1007/s11160-008-9088-8,commonpool resources;fisheries crises;forums marine conservation;ecological benefits
10.1093/cje/24.6.729,employment;labourmarket policy;welfaretowork;social economy
10.1080/03066150903498796,fair trade;ecolabels;environmental and agricultural governance;standards;sustainability;karl polanyi
10.1093/cje/bem027,third sector;social enterprise;new labour
10.1186/s12199-020-00904-2,air quality control;covid19;environmental factor;indoor environment;precautionary approach;sarscov2;pathway;ventilation
10.1109/access.2017.2723919,air pollution;crowdsourcing;environmental monitoring;internet of things
10.1007/s11266-016-9726-z,nonprofit organizations;social economy;civil society;volunteer work;national accounts;conceptualization;definition
10.1016/j.pnsc.2008.05.034,global climate changes;sea level rise;coastal erosion;china
10.1016/j.scs.2020.102208,city sustainability;coupling coordination degree model;dynamic deviation maximization method;social economy;ecological environment
10.1111/j.1751-8369.2009.00098.x,arctic canada;climate change;environmental politics;food subsistence system;inuit;social economy
10.1016/j.ecolmodel.2013.11.031,analytic hierarchy process;sustainable development;system dynamics;water ecological carrying capacity
10.1016/j.ecolind.2018.02.005,three dimensional evaluation model;entropy weighting method;carrying capacity of ecological environment to social economic development
10.1016/j.physa.2011.12.043,interdependent infrastructure systems;network model;vulnerability analysis
10.1017/s0144686x05003661,older people;community volunteering;generativity;learning;social economy
10.1007/s11771-019-4000-3,bauxite residue;alkalinity transformation;alkalinity regulation;industrial waste;soil formation in bauxite residue
10.1016/j.wasman.2015.06.023,solid waste management;urban mining;informal recycling;cooperatives;social and solidarity economy;global south
10.1177/0969776407072664,local development;social capital;social economy;social enterprise
10.1016/j.pce.2017.06.003,climate change;land use change;ecosystem service;water yield;invest model;sancha river basin
10.1016/s0921-8009(03)00102-2,globalization;local;quality of life;selfreliance;sustainability;symbiotic capital
10.1016/j.tourman.2014.12.013,community tourism;networks;community development;timorleste
10.1007/s10551-008-9913-y,corporate social responsibility;corporate accountability;social economy;development;cooperatives;global compact;partnerships
10.1177/0958928711412224,crosseuropean study;employment insecurity;flexicurity institutions;market forces;multilevel study;subjective perception
10.1016/j.apenergy.2012.10.027,energy security indicator;energy policy;policy monitoring;principal component analysis
10.1016/j.seppur.2019.116210,attapulgite;sandwichlike architecture;oilinwater emulsions separation;contaminants adsorption;water remediation
10.1016/j.scitotenv.2017.02.005,guanzhongtianshui economic region;landuse;land change modeler;ecosystem services;scenario
10.1007/s10460-012-9359-9,farmers markets;regional clustering;social economy;alternative food networks
10.1080/420980500279752,
10.1016/j.expthermflusci.2017.12.009,orientation effect;rigid polyurethane foam;extruded polystyrene foam;downward flame spread
10.1007/s10551-008-9757-5,fair trade;value chain;commodity chain;corporate social responsibility;social economy;cooperatives
10.1177/0261018310396040,local food systems;social justice;sustainable community development
10.1016/j.jclepro.2017.03.204,urban wetland;water resources;ecological carrying capacity;sd model
10.1007/s10551-012-1453-9,ethical culture;job outcomes;po fit;virtuousness;relational psychological contract
10.1111/j.1549-0831.2011.00068.x,
10.1016/j.jclepro.2018.03.119,landuse management;ecosystem service value;multiobjective programming;semiarid
10.1111/spol.12106,social enterprise;economic and social welfare;england;public policy;historical institutionalism
10.1016/j.landusepol.2020.104781,cultivated land;change;main body;management pattern;social function;china
10.1177/0011392116673210,antipoaching;drivers of poaching;fortress conservation;green land grabs;illegal hunting;local communities;protected areas;rhino poaching;securitization
10.1007/s11628-011-0125-7,social economy;third sector;cooperatives;nonprofit sector;concept;functions;policy support
10.1016/j.scs.2019.101658,bayesian model;land use;nitrogen pollution;surface water;social economy;stable isotope
10.1111/os.12690,exosomes;lncrna;microrna;osteoarthritis
10.1080/09687599.2011.618742,employment;accommodation;labour movement;social economy;voluntarism;arts
10.1080/08985626.2012.710268,social economy;community food sector;local food;resilience;local development
10.1080/00343400701874222,third sector;social economy;social enterprise;social entrepreneurship;social capital;regional development
10.1016/j.plaphy.2020.10.010,metal stress;silicon;oxidative damage;antioxidative machinery;essential nutrients;oil seed crop;root exudations
10.1016/j.ecolind.2020.106870,social economy;water environmental quality;coupling coordination;improved ccd model;scissors difference
10.1016/j.cie.2019.07.052,probabilistic linguistic;pldwa;ptmultimoora;mcgdm
10.1016/j.jrurstud.2017.01.019,agricultural cooperatives;social cooperatives;community cooperatives;alternative food networks;social economy;italy
10.1093/jeg/lbq050,green economy;ecological modernisation;sustainability innovation;social enterprise;ireland;a13;g38;l31;l53;p16;p12;p13;q20;q56;z10
10.1016/j.landusepol.2020.105044,land use change;rural settlements;spatial pattern;land transformation model;china
10.1016/j.isprsjprs.2014.11.006,flood inundation;subpixel mapping;discrete particle swarm optimization;multispectral remotely sensed images
10.1016/j.chemosphere.2020.126873,polypropylene;meltblown;dopamine;3aminopropyltriethoxysilane aptes;oilwater separation
10.1016/j.scitotenv.2018.02.172,spatial framework;gis;mast;spatial pattern
10.1007/s11738-016-2221-8,silicon;root exudates;heavy metal;ultrastructure;root morphology;oryza sativa l
10.1016/j.proeng.2016.07.583,sponge city;data integration;framework system;lid;evaluation of the effect
10.1016/j.jobe.2018.03.022,research buildings;hot summer and cold winter zone;adaptive occupant behavior;energy efficiency optimization strategies
10.1016/j.envint.2020.105812,biomass burning;high emission variation;multiple satellite data;socialeconomic analysis;humandriven forces
10.1007/s00477-015-1198-y,modis;inundation;risk;likelihood;spatial uncertainty;probability
10.1002/jgrd.50487,extreme precipitation;threshold;multifractal detrended fluctuation analysis;extreme precipitation severity index
10.18267/j.polek.726,forecasting;incomes;histogram;average;percentiles;modus;variability;standard deviation;gini index
10.1177/0969776407076290,radical political practice;progressive local and regional development;neoliberal globalisation;europe;social economy;public procurement;health and diet;participatory democracy
10.1016/j.jclepro.2019.05.221,water resources management;naturebased solution;natural flow regime;ecological feasible region
10.3390/su10103761,urban rainstorm waterlogging;impervious surface;geographically weighted regression;spatiotemporal variance;guangzhou
10.1038/s41598-018-30197-z,
10.1080/21622671.2015.1036913,recession;smart city;multinational firms;variegated capitalism;potential politics;turin
10.1109/icrera.2013.6749783,smart city;ict;multiagent systems;grid
10.1007/s11628-011-0123-9,social economy;social innovation;governance;housing
10.1186/1471-2458-13-355,socioeconomic status;obesity;association;crosssectional study
10.1080/13683500.2010.511709,cittaslow;slow food;destination marketing;gastronomic tourism;rural development;social economy
10.3390/s90301738,desertification;quantitative assessment;landsat;ordos plateau
10.1016/j.jrurstud.2006.04.002,social enterprise;rural scotland;rurality discourses;q methodology
10.1007/s10668-017-9926-8,coupling coordination degree;improved catastrophe progression model;rescaled range analysis;henan province
10.1093/jeg/lbp005,social economy;social enterprise;varieties of capitalism;competition;complexity;neoliberalism;l31;p16;p12;p13;z1
10.1016/j.resconrec.2017.10.016,waste electrical and electronic equipment weee;recovery and recycling chain;waste management;metabolism;regional approach
10.1016/j.pce.2015.08.004,urban lake;water ecological carrying capacity;water environmental carrying capacity;water quality carrying capacity;rapid urbanization;east lake in wuhan
10.1089/ten.teb.2019.0337,wound healing;angiogenesis;nanomaterials;molecular mechanisms
10.1177/0308518x17752682,social finance;social impact investment;marketization;topological space;the fold
10.1007/s00477-018-1543-z,standardized precipitation index;mk trend analysis;morlet wavelet;principal component analysis;affected area;destroyed area
10.1016/j.quaint.2014.09.077,terrestrial water storage;grace;tianshan mountains
10.1623/hysj.53.2.457,sediment load;runoff changes;wavelet approach;yangtze river basin
10.1108/13673271211218861,knowledge management;organizational commitment;knowledgecentered culture;training;social economy organizations;path analysis;organizations;portugal
10.1016/j.jhydrol.2019.04.042,social economy;distributed hydrological model;harmonious regulation model;coordinated development;shaying river basin
10.3390/ijerph120404292,
10.1016/j.ocecoaman.2020.105092,coastal zone;resourceenvironment carrying capacity evaluation;entropy weight method;analytic hierarchy process;tradeoff;spatiotemporal variation
10.1007/s00382-019-04695-3,dendroclimatology;southeastern tibetan plateau;winter temperature;solar activity;volcanic eruption
10.1016/j.habitatint.2017.10.001,human settlements;urbanization;economic disparity;spatial analysis;differentiation characteristics;china
10.1007/s10668-020-01062-9,composite system;urbanizationeconomyenvironment;coupling degree;coordination degree
10.1016/j.catena.2019.01.036,soil erosion vulnerability;rusle;soil and water conservation;zhuxi watershed;gis
10.5194/nhess-13-1411-2013,
10.1002/ldr.3257,conservation priority areas;spatial identification;urban ecological land;water ecosystem services;zhuhai city;china
10.3390/ijerph15050855,ecological vulnerability assessment;fuzzy analytical method;analytic hierarchy process;fuzzy membership;yellow river delta
10.1111/apce.12168,social economy;social enterprise;social cooperative;sustainability;innovation;italy
10.1371/journal.pntd.0004159,
10.1016/j.jtrangeo.2019.04.002,elderly people;travel behaviour;morning peak hours;free bus programme;nested logit model
10.1016/j.geoforum.2017.11.022,diverse economies;ordinary provision;circular economy;shared economy;materialities
10.1080/03085147.2012.661627,associative democracy;paul hirst;big society;regulation;social economy;social enterprise
10.1016/j.landusepol.2018.12.008,land use change;policy responses;environmental change;economic system;coastal zone;eastern china
10.1016/j.atmosres.2018.08.008,climate change;meteorological factor;response of hydrology;gcm;tibetan plateau;lancang river basin
10.1080/09537287.2017.1336801,big data;environmental efficiency;data envelopment analysis;life cycle assessment
10.1353/ajp.2007.0030,
10.3390/polym12051165,vegetable oil;onestep synthesis;acrylate prepolymers;biobased materials;ecofriendly;uvcurable coatings
10.3390/sym11081058,simplified neutrosophic hesitant fuzzy set;multiattribute decisionmaking;maximizing deviation;topsis
10.1016/j.jclepro.2018.07.283,sustainable development;climate change;urban food strategies;urban and regional planning;urban resilience
10.1016/j.procs.2018.04.151,power outages;economic loss;influence factors;assessment methods
10.1007/s11769-012-0529-x,intraurban land use;urban planning;geographic information system gis;beijing
10.1111/j.1467-7660.2011.01717.x,
10.1016/j.ocecoaman.2019.04.017,sustainability of ecological environment;rough set theory;synthetical index method;catastrophe progression method;path analysis method;assessment models
10.1093/cje/bet048,political economy;sustainable development;gender;alternatives;care
10.1007/s10551-008-9759-3,fair trade coffee;corporate social responsibility;social economy;cooperative movement;coffee industry
10.1109/tfuzz.2020.2972823,ensemble empirical mode decomposition eemd;financial time series;golden rule;hydrological time series;inducedordered weighted averaging aggregation iowa;link prediction;network analysis;timeseries forecasting
10.1080/22797254.2020.1788993,rural tourism;traditional village;spatial distribution;development condition
10.1007/s42864-020-00038-6,nanomaterials;tungsten disulfide;controlled synthesis;energy conversion;energy storage
10.3390/su10020564,supplier evaluation and selection;lowcarbon supply chain;fa;dea;ahp
10.5465/amle.2011.0007a,
10.1177/0899764009333245,civil society;nonprofit sector;voluntary sector;philanthropy;social economy
10.1111/j.1540-6210.2007.00727.x,
10.1016/j.jenvman.2018.06.044,multiobjective reservoir operation;evolutionary algorithms;eutrophication potential;nutrient controlling;icep indicator
10.1108/bfj-04-2018-0253,restaurants;local food system;logistics service;supply chain
10.1061/(asce)up.1943-5444.0000352,urban growth modes;spatial analyses;urban planning;remote sensing;landscape expansion index
10.1016/j.egypro.2016.12.104,energy transition;social economy;community renewable energy;renewable energy cooperatives;renewable energy policy;cooperative identity
10.1111/j.1467-9523.2010.00526.x,
10.1080/00343400701874180,community;public service delivery;social economy
10.1007/s00704-020-03285-2,
10.1080/08985626.2015.1030458,social enterprises;social economy;institutional logics;regional development;australia
10.1111/j.1467-8500.2006.00496a.x,
10.1080/09644010500055175,
10.1016/j.jenvman.2020.111169,suitable carrying capacity;deficit and surplus;resources and environment;ecological footprint;land use structure;three gorges reservoir area
10.1016/j.jbusres.2019.02.004,social entrepreneurship;social economy;distinctive marketing competences;organizational performance
10.1016/j.geoforum.2018.06.012,alternative food networks;farmers markets;food relocalization;postsocialism;situated knowledge;travelling concepts
10.1016/j.gloplacha.2015.12.014,vulnerability;socioecological systems;climate change;arid area
10.1007/s11365-012-0230-7,social capital;social economy;entrepreneurship;cooperative enterprises;hypothesis testing
10.1029/2019ef001331,socioeconomic risk;precipitation extremes;climate change;rcp scenarios;ssp scenarios
10.1007/s10086-017-1643-2,chinese furniture industry;current condition and innovation;opportunity and challenge;sustainable development
10.1111/apce.12166,social capital;community;sustainability transition;social economy;renewable energy cooperative
10.3390/su9081427,social enterprise;social economy;social capital;sustainable development;local and regional development
10.1016/j.imavis.2020.103987,deep learning;building crack detection;multifeature fusion;image segmentation;rfcn;fcn;rcnn
10.1007/s00779-019-01242-z,sports culture industry;big data;data mining;genetic neural network
10.1016/j.jhydrol.2019.06.028,cdom;frieem;inland waters;eutrophication
10.1029/2018jd029974,china;dry and wet regions;extreme precipitation;air temperature
10.1177/1469540515586872,austerity;political consumerism;ethnocentric consumption;economic nationalism;nationalism
10.1007/s11213-009-9126-z,viable system model;stafford beer;project cybersyn
10.1111/j.1468-0289.2007.00406.x,
10.3390/su12104059,social economy;public policies;cooperatives;sustainable development;ecosystems;local development;social and solidarity economy policies
10.1504/ijtm.2010.033132,social innovation;social economy;community development;garment industry;local development;cluster;reconversion;innovation
10.3390/su12125192,sustainable development goals;sdg;social economy;women;gender gap;labor participation;labor stability;decent work;glass ceiling
10.5194/acp-19-1439-2019,
10.1016/j.jobe.2018.04.006,architectural typology;standard building selection;residential building;hot summer and cold winter zone
10.3390/su10051660,reservoir operation;swat;genetic algorithm;ganga river
10.1177/0971721817723375,
10.1016/j.resconrec.2009.09.006,informal recycling;social economy;sense of place;poverty reduction;social inclusion;binning
10.1177/0143034308099200,china;developmental history;hong kong;school psychology services;scope of services;taiwan;training facilities
10.7717/peerj.9087,soil salt content;unmanned aerial vehicle uav;multispectral sensor;variable selection methods;machine learning algorithms;estimation models
10.1111/1468-2427.12663,institutional change;social innovation;local economic development;urban policy;social economy;play;liverpool;uk
10.1175/jcli-d-18-0634.1,sea ice;interannual variability;air pollution
10.3390/rs11080967,hyperspectral reflectance;soil salt content;fd;spa;plsr
10.3390/su10124676,vegetation restoration;lucc;loess plateau;sustainable development
10.1371/journal.pone.0104013,
10.3390/w11081577,groundwater;hydrogeochemical characteristics;water quality assessment;alluvialdiluvial plain of southwest shandong province
10.2112/si83-031.1,ecoefficiency;lowcarbon tourism;environmental carrying capacity
10.1016/j.jclepro.2018.04.247,atmospheric environment;dynamic optimization model;inputoutput analysis;clean energy;resourcebased cities
10.1017/jmo.2018.29,cooperative and mutual enterprise;business model;economic development
10.1007/s11266-011-9210-8,community cooperatives;public services;governance;institutional theory
10.1016/j.accre.2020.08.003,china;regional changes;extreme heat events;15 degrees c and 20 degrees c global warming;cesm lowwarming
10.1007/s12144-020-00705-4,workfamily conflict;gender;work engagement;job crafting
10.3390/ijerph16214213,coordinated development degree;restriction mechanism;evaluation index system;spatial and temporal changes
10.1007/s11769-019-1053-z,urbanization;economic development;relationship;spatialtemporal pattern;county;china
10.1080/19491247.2017.1331591,affordable housing;cooperative housing;cession of use;social economy;social innovation
10.1016/j.jclepro.2016.08.143,robust optimization;subsidy policy;power structure adjustment;pollutants mitigation;uncertainty
10.1007/s11069-015-2083-1,lightningcaused forest fire risk rating;vci;tci;wci;terrain fluctuation;lisotd
10.1039/c5ra12287b,
10.1111/j.1475-5661.2012.00530.x,india;tamil nadu;garment industry;labour markets;livelihoods;dalits
10.1007/s11707-012-0338-7,land use change;forest land;spatial autocorrelation;esda;gis;beijingtianjinhebei area
10.1016/j.ocecoaman.2019.105038,marine reclamation;fish habitat fragmentation;fish recruitment;coastal wetland
10.1016/j.jclepro.2018.10.088,climate change;adaptive measures;positive mathematical programming;hulun buir
10.1016/j.jclepro.2018.06.001,water disclosure;corporate risktaking;organizational legitimacy
10.1016/j.ribaf.2015.11.004,financial innovation;social impact bonds;financial crisis;social welfare;social economy
10.1080/15567036.2015.1020461,biodiesel;coal flotation;collector;ftir;potential application
10.3390/su71013631,beijing;forest ecological security;integrated evaluation;scenario simulation;system dynamics model
10.1016/j.sbspro.2014.02.463,innovation;social innovation;social entrepreneurship;social entrepreneurship organization;social enterprise
10.1080/13698571003637048,risk;risk perception;cancer;uncertainty;screening
10.1007/s11769-018-0990-2,administrative division adjustment;evolutionary structure;effect evaluation;multidimensional scaling;urbanization;china
10.1111/apce.12170,social economy;social enterprise;sustainable development;sustainability transition
10.1002/int.21679,
10.1007/s11266-012-9276-y,social policies;regulations;social economy;solidarity economy;south america
10.1080/00220388.2013.790962,
10.1016/j.catena.2012.07.005,agriculture land health;quality;productivity;soil environment;emergy analysis;fuzzy logic
10.1007/s11069-008-9256-0,impact assessment;coastal hazards;southeast asian countries;dea method
10.1177/1329878x0812600114,
10.1023/b:busi.0000037479.11370.cd,freedomasparticipation;relationality;solidarism;subsidiarity
10.1177/0899764001302009,
10.3390/su12135462,cooperatives;sustainability;social economy;spain
10.3390/su12083262,cooperatives;international expansion;organizational growth;scaling;social economy;social enterprise;social entrepreneurship;social impact;sustainable development
10.1016/j.jclepro.2018.03.025,ecological water consumption;desert riparian vegetation;sebs model;river flow;heihe river basin
10.1007/s11266-015-9664-1,survival analysis;social economy;hybrid organizational forms;discretetime model;hybridization
10.1016/j.ecolind.2015.10.049,sustainable development;indicators;environmental performance;socioeconomic development;india
10.1080/00343400220137155,ecology;radical democracy;sustainable development;regional policy
10.1007/s12665-020-09035-x,slope cultivated land transition;dynamic degree;kernel density estimation;spatiotemporal change characteristics;karst trough valley;guizhou province
10.3390/en11123402,rural house;heating methods;thermal comfort;coupled system
10.1016/j.ecolind.2018.06.042,water supply system;emergy analysis;indicator;emissions impact;sustainability
10.1016/j.foodpol.2018.08.006,indigenous;inuit;arctic;food security;food cost;nutrition economics
10.1016/j.engstruct.2018.01.047,derailment;impact loading;impact velocity;strainrate property;composite slab and finite element analysis
10.1515/mgr-2017-0013,urban agriculture;short food chains;postcrisis europe;portugal
10.3390/su6096432,community;sustainability;solidarity;conservation;cooperation;social economy
10.1177/1350508414537807,cooperative organization crisis;pathdependence;posttransitional economies;social economy;worker cooperatives
10.1177/0899764013495979,nonprofit and voluntary sector research;altruistics;voluntaristics;growth of interdisciplinary research on nonprofit organizations and voluntary action;academic journals and researcher associations on civil society;philanthropy;social economy;voluntarism;nonprofit organizations;voluntary action
10.1002/sd.374,sustainable development;ecological modernization;social economy;environmental policy;environmental governance;waste management
10.1016/j.gecco.2020.e01095,seasonal drought;sichuan province;cropping system;drought prevention and disaster reduction
10.1007/s11356-020-10056-z,coal mine;groundwater environmental risk assessment;mine life cycle;crossstrata pollution;vulnerability analysis
10.1016/j.aej.2020.01.050,mutual entropy;cross wavelet transform xwt;hydrological drought;meteorological drought
10.1109/access.2020.3036832,drugs;blockchain;production;supply chains;databases;smart contracts;security;anticounterfeiting;blockchain;data integrity;ecdsa;iot;nonrepudiation
10.1007/s11266-018-00075-3,social economy;political discourses;public policy;austerity policies
10.1177/0950017016638020,informal economy;labour market intermediaries;social economy;worker organizations
10.3390/w9070490,agricultural water productivity;water resources allocation;coordination of multiple factors;linear fractional programming;multidimensional regulation
10.1007/s11266-016-9743-y,third sector;civil society;social economy;social enterprise
10.1080/13504622.2012.717219,marine environmental protection knowledge;marine environmental protection attitudes;marine environmental protection behaviors;curricular involvement
10.1177/0261018306065613,citizenship;social capital;social economy;third sector;volunteering
10.3390/land9090324,spatial transformation;land use change;new city;social economy;sustainable development
10.1007/s10460-020-10141-6,community supported agriculture;csa;social innovation;alternative food;grassroots initiatives;food sustainability
10.1111/jcmm.15583,complications;diabetes;macrovascular;nrf2;oxidative stress
10.1016/j.gecco.2019.e00537,freshwater ecosystem services;drought;spatial pattern;tradeoffs and synergy;invest model
10.1057/s41295-016-0071-9,austerity;crisis;greece;solidarity;social economy
10.1177/2056305117706784,collaborative consumption;social economy;alternative currency;connective action;mamabake
10.1007/s11266-010-9134-8,coproduction;coconstruction;service a domicile
10.1080/09663690801996270,diverse economies;ethics;psychoanalysis;informal caregiving
10.1111/j.1475-4959.2005.00170.x,cameroon;fulani;herding;fodder tree;herding territories;resource management
10.1016/j.gecco.2020.e01039,humancarnivore conflicts;house breakins;livestock depredation;semistructured interview;sanjiangyuan national park
10.3390/su12114747,agricultural cooperatives;second grade cooperative;organic olive oil;technological innovation;sustainable development goals sdg;fuzzy set qualitative comparative analysis fsqca
10.1145/3397328,sharing economy;mobile crowdsensing;internet of things;air quality monitoring;urban computing
10.1007/s10653-019-00248-z,groundwater overexploitation;ecological compensation;emergy theory
10.3390/rs11161900,population mapping;iss photography;point of interest data;locationbased social media data;semantic matching;distance matching
10.1109/icmcce48743.2019.00008,application;artificial intelligence;mechanical and electronic engineering
10.1007/s11266-016-9820-2,capability of civil society;statecivil society partnership;social economy;cooperatives;institutional change
10.1007/s11266-016-9803-3,social economies;social enterprise;subregional comparison;historical and cultural legacies
10.1016/j.jssc.2017.08.003,microporous metalorganic framework;gas separations;crystal;structure
10.1332/030557316x14564838832035,social innovation;social value;blended value;social economy
10.1111/apce.12169,institutional social innovation approach;rbv resourcebased view approach;cooperative bank;responsible investment;organizational capability;desjardins;social economy enterprise;environment;mutual fund;social innovation;social innovation
10.1002/pa.2319,
10.1016/j.irfa.2020.101519,social finance;impact investments;social enterprise;social economy;venture philanthropy
10.3390/su12072779,land use intensity;ecological environment;decoupling;gansu province;china
10.1002/sd.2031,basins in northern china;ecological network analysis;structure analysis;water network;water resource system
10.1007/s11205-019-02117-9,general resilience;resilience indicator;panarchy complex system;urban resilience;adaptive comanagement;adaptive capability of knowledge;tourism sustainability
10.1080/19420676.2018.1521865,social entrepreneurship;performance measurement;economic indicators
10.1007/s11266-017-9921-6,social entrepreneurship;social economy;nonprofit;economic crisis;strategic action fields;transformation;catalonia
10.1007/s00704-016-1909-4,
10.3390/su8100965,beijing;forecast;policy formulation;scenario simulation;sustainable development of green space;system dynamics model
10.1590/s0104-12902014000400001,food insecurity;economic crisis;portugal;regional disparities
10.1007/s11365-013-0262-7,strategic management;social enterprises;social economy;success
10.1061/(asce)be.1943-5592.0000373,concrete bridge deck;deterioration;damage;elastic wave tomography;acoustic emission
10.1016/j.proenv.2011.12.144,oil leakage;pollutionl;groundwater;soil
10.1016/j.marpolbul.2020.111028,ulva prolifera;hydrobiogeochemical model;nutrient;biomass;jiangsu coast
10.1016/j.ocecoaman.2019.02.010,marine park;social value;questionnaire survey;gili matra marine park;pulau payar marine park
10.3390/su11051402,risk contagion;stock market;nonlinear causality test;markov state transition;dynamic copula;financial sustainability
10.1017/s0007680519001259,political economy;law;legal history;business history;regulation;administration;social control;institutional economics;history of capitalism
10.3390/su10072152,ethical banking;conventional banking;social banking;social economy;social values
10.1007/s13351-012-0209-x,wind erosion;saltation activity;threshold wind velocity;sediment discharge;taklimakan desert
10.1016/j.sbspro.2012.09.182,social enterprise;social economy;local development
10.1111/j.1365-2206.2011.00757.x,child abuse;family support;poverty;social exclusion;social networks;theoretical issues
10.3390/cli8100115,climate change;abrupt change detection;wavelet analysis;extreme climate;lancangmekong subregion
10.1111/tgis.12682,
10.1111/ijcs.12611,consumer sovereignty discourse;discourse analysis;liquid modernity;organic consumption;political consumption
10.3389/feart.2020.00238,heat wave;silkroad teleconnection;rossby wave;typhoon;north china
10.1016/j.future.2020.03.022,emotion recognition;deep learning;social communication
10.1007/s11629-019-5667-5,ecosystem service;tradeoff and synergy;spatial pattern;karst area;guizhou
10.3390/su12041637,resources;environment;carrying capacity;analytic hierarchy process;evaluation index
10.1016/j.physa.2019.121456,taxi;trajectory data;capacity utilization rate;operation efficiency;functional zone
10.1109/access.2019.2892143,evaluation method;aging properties;silicon rubber composite insulators;microscopic images;noncontact detection
10.7441/joc.2018.02.01,competitiveness;value add;corporate governance;roce;competitiveness in ngos;dax 30
10.3390/su10061797,social enterprise;community industries;social economy;taiwan
